booking_sk,booking_id,passenger_sk,flight_sk,booking_date_sk,status_sk,has_unresolved_flight,has_unresolved_passenger
693,B1692,377,592,20260402,1,false,false
694,B1693,130,518,20260102,1,false,false
695,B1694,1000,628,20260401,3,false,false
696,B1695,617,251,20260413,1,false,false
697,B1696,539,55,20251128,3,false,false
698,B1697,739,475,20251112,2,false,false
699,B1698,2,287,20260202,1,false,false
700,B1699,871,480,20251211,3,false,false
701,B1700,101,737,20260104,3,false,false
702,B1701,533,103,20251016,1,false,false
703,B1702,58,955,20250422,1,false,false
704,B1703,389,263,20251225,2,false,false
705,B1704,692,27,20250723,3,false,false
706,B1705,941,971,20260131,2,false,false
707,B1706,341,171,20250907,2,false,false
708,B1707,861,275,20250705,2,false,false
709,B1708,20,157,20251122,1,false,false
710,B1709,255,289,20251003,2,false,false
711,B1710,317,871,20250805,1,false,false
712,B1711,38,167,20260129,-1,false,false
713,B1712,660,499,20250906,2,false,false
714,B1713,537,768,20250831,2,false,false
715,B1714,386,227,20251211,3,false,false
716,B1715,633,37,20250827,2,false,false
717,B1716,928,107,20251222,3,false,false
718,B1717,26,651,20251106,2,false,false
719,B1718,454,890,20250617,2,false,false
720,B1719,681,192,20251112,2,false,false
721,B1720,323,472,20251127,2,false,false
722,B1721,737,652,20260325,3,false,false
723,B1722,513,448,20260210,3,false,false
724,B1723,819,363,20251223,2,false,false
725,B1724,773,76,20251010,2,false,false
726,B1725,13,456,20250429,3,false,false
727,B1726,915,326,20250514,1,false,false
728,B1727,908,222,20260315,1,false,false
729,B1728,560,361,20251212,1,false,false
730,B1729,921,454,20250603,3,false,false
731,B1730,825,312,20250429,3,false,false
732,B1731,371,210,20250712,1,false,false
733,B1732,291,441,20260115,1,false,false
734,B1733,332,534,20260416,2,false,false
735,B1734,606,320,20250929,3,false,false
736,B1735,261,658,20250512,3,false,false
737,B1736,994,750,20260126,1,false,false
738,B1737,790,811,20250611,1,false,false
739,B1738,871,746,20250814,3,false,false
740,B1739,205,124,20250629,2,false,false
741,B1740,697,690,20251116,1,false,false
742,B1741,687,297,20250518,3,false,false
743,B1742,950,144,20250914,3,false,false
744,B1743,387,137,20251121,4,false,false
745,B1744,892,912,20250905,2,false,false
746,B1745,821,912,20250520,1,false,false
747,B1746,468,666,20250831,1,false,false
748,B1747,415,131,20250420,1,false,false
749,B1748,69,901,20251115,3,false,false
750,B1749,472,745,20260219,1,false,false
751,B1750,104,685,20250921,3,false,false
752,B1751,758,965,20250919,1,false,false
753,B1752,161,285,20250813,2,false,false
754,B1753,200,678,20250808,2,false,false
755,B1754,216,586,20260211,3,false,false
756,B1755,946,398,20260217,2,false,false
757,B1756,212,622,20260127,3,false,false
758,B1757,508,486,20250424,3,false,false
759,B1758,16,782,20260228,2,false,false
760,B1759,498,442,20251026,3,false,false
761,B1760,884,924,20260114,2,false,false
762,B1761,332,370,20250522,1,false,false
763,B1762,717,823,20250604,1,false,false
764,B1763,877,865,20251006,2,false,false
765,B1764,551,584,20250620,2,false,false
766,B1765,601,616,20251221,2,false,false
767,B1766,942,173,20250907,2,false,false
768,B1767,256,457,20251119,1,false,false
769,B1768,992,401,20260323,3,false,false
770,B1769,766,637,20251123,4,false,false
771,B1770,728,203,20250804,1,false,false
772,B1771,880,138,20250524,3,false,false
773,B1772,815,109,20250829,-1,false,false
774,B1773,172,345,20260101,3,false,false
775,B1774,649,934,20260107,2,false,false
776,B1775,1000,279,20250619,2,false,false
777,B1776,498,894,20251227,2,false,false
778,B1777,471,154,20250426,1,false,false
779,B1778,384,161,20250801,1,false,false
780,B1779,690,153,20260201,3,false,false
781,B1780,589,225,20260210,3,false,false
782,B1781,700,462,20260209,3,false,false
783,B1782,507,489,20250818,1,false,false
784,B1783,992,266,20250928,3,false,false
785,B1784,527,898,20250820,2,false,false
786,B1785,804,208,20250819,3,false,false
787,B1786,831,119,20260212,2,false,false
788,B1787,325,334,20250711,1,false,false
789,B1788,214,789,20250605,2,false,false
790,B1789,208,48,20260113,2,false,false
791,B1790,169,265,20250423,2,false,false
792,B1791,330,438,20260224,1,false,false
793,B1792,280,165,20260117,1,false,false
794,B1793,978,630,20251125,1,false,false
795,B1794,305,933,20250626,1,false,false
796,B1795,146,933,20260321,3,false,false
797,B1796,775,756,20251128,1,false,false
798,B1797,516,313,20250603,2,false,false
799,B1798,90,970,20250516,1,false,false
800,B1799,453,378,20260205,3,false,false
801,B1800,60,654,20250822,3,false,false
802,B1801,311,121,20260414,3,false,false
803,B1802,528,382,20250630,4,false,false
804,B1803,227,663,20260221,1,false,false
805,B1804,474,503,20251112,1,false,false
806,B1805,978,639,20251026,1,false,false
807,B1806,541,388,20250802,2,false,false
808,B1807,663,185,20250628,2,false,false
809,B1808,757,465,20260126,3,false,false
810,B1809,782,818,20260409,3,false,false
811,B1810,79,228,20260320,1,false,false
812,B1811,433,716,20260404,2,false,false
813,B1812,801,427,20260106,2,false,false
814,B1813,153,375,20250421,4,false,false
815,B1814,789,806,20250622,1,false,false
816,B1815,401,910,20250501,3,false,false
817,B1816,279,987,20250621,3,false,false
818,B1817,57,33,20250607,3,false,false
819,B1818,977,385,20251107,1,false,false
820,B1819,186,288,20260119,1,false,false
821,B1820,398,244,20251201,3,false,false
822,B1821,605,160,20251127,3,false,false
823,B1822,788,88,20260105,2,false,false
824,B1823,158,155,20251126,2,false,false
825,B1824,787,366,20260415,3,false,false
826,B1825,693,139,20250517,3,false,false
827,B1826,359,101,20250711,2,false,false
828,B1827,440,325,20250623,3,false,false
829,B1828,589,620,20250518,2,false,false
830,B1829,466,217,20260115,2,false,false
831,B1830,663,100,20260415,2,false,false
832,B1831,446,81,20260205,1,false,false
833,B1832,750,682,20250617,1,false,false
834,B1833,801,60,20250607,3,false,false
835,B1834,743,902,20250814,2,false,false
836,B1835,488,805,20260207,1,false,false
837,B1836,530,437,20250923,3,false,false
838,B1837,73,582,20251031,3,false,false
839,B1838,929,627,20250612,3,false,false
840,B1839,928,591,20250509,3,false,false
841,B1840,701,626,20250419,3,false,false
842,B1841,950,784,20251024,2,false,false
843,B1842,17,62,20260217,3,false,false
844,B1843,531,702,20250815,2,false,false
845,B1844,731,120,20251126,1,false,false
846,B1845,326,392,20260305,3,false,false
847,B1846,995,845,20250830,1,false,false
848,B1847,632,277,20260406,2,false,false
849,B1848,613,757,20250519,2,false,false
850,B1849,546,655,20250624,4,false,false
851,B1850,596,110,20250421,3,false,false
852,B1851,921,231,20251126,3,false,false
853,B1852,708,95,20250809,1,false,false
854,B1853,842,827,20250505,1,false,false
855,B1854,202,649,20250810,1,false,false
856,B1855,344,6,20260104,3,false,false
857,B1856,853,999,20250504,3,false,false
858,B1857,523,336,20260307,3,false,false
859,B1858,859,8,20251125,-1,false,false
860,B1859,400,466,20251111,3,false,false
861,B1860,218,816,20250801,-1,false,false
862,B1861,445,396,20251015,1,false,false
863,B1862,765,360,20251005,3,false,false
864,B1863,222,792,20260212,1,false,false
865,B1864,383,851,20250927,2,false,false
866,B1865,881,535,20250728,2,false,false
867,B1866,592,951,20260128,1,false,false
868,B1867,7,791,20251123,1,false,false
869,B1868,272,585,20260410,2,false,false
870,B1869,739,881,20260204,1,false,false
871,B1870,16,45,20250425,2,false,false
872,B1871,424,415,20251004,2,false,false
873,B1872,524,515,20250709,3,false,false
874,B1873,803,264,20250425,1,false,false
875,B1874,753,108,20260126,1,false,false
876,B1875,21,69,20250617,3,false,false
877,B1876,690,72,20250614,2,false,false
878,B1877,939,96,20251109,1,false,false
879,B1878,228,759,20251231,3,false,false
880,B1879,785,474,20251203,3,false,false
881,B1880,288,920,20260308,1,false,false
882,B1881,809,812,20250826,3,false,false
883,B1882,134,216,20251017,2,false,false
884,B1883,984,485,20251117,3,false,false
885,B1884,283,798,20250831,2,false,false
886,B1885,404,826,20250810,2,false,false
887,B1886,665,130,20260212,4,false,false
888,B1887,66,247,20260309,3,false,false
889,B1888,649,159,20251225,2,false,false
890,B1889,604,859,20260224,2,false,false
891,B1890,437,102,20250830,3,false,false
892,B1891,829,959,20260126,2,false,false
893,B1892,934,32,20250824,3,false,false
894,B1893,259,186,20250802,1,false,false
895,B1894,980,106,20260224,2,false,false
896,B1895,966,292,20251005,2,false,false
897,B1896,103,428,20251130,3,false,false
898,B1897,993,54,20251101,3,false,false
899,B1898,567,458,20251003,3,false,false
900,B1899,769,650,20250928,3,false,false
901,B1900,101,749,20251006,2,false,false
902,B1901,198,876,20250425,1,false,false
903,B1902,813,683,20260208,1,false,false
904,B1903,226,242,20251106,1,false,false
905,B1904,943,986,20250701,1,false,false
906,B1905,463,646,20260213,3,false,false
907,B1906,237,306,20250811,2,false,false
908,B1907,26,147,20260114,2,false,false
909,B1908,121,755,20250809,2,false,false
910,B1909,910,501,20251114,3,false,false
911,B1910,506,935,20250610,2,false,false
912,B1911,182,337,20250529,3,false,false
913,B1912,711,205,20250909,2,false,false
914,B1913,814,395,20250524,1,false,false
915,B1914,767,887,20251019,3,false,false
916,B1915,634,502,20250603,2,false,false
917,B1916,543,384,20251030,1,false,false
918,B1917,984,953,20250803,4,false,false
919,B1918,315,953,20251007,1,false,false
920,B1919,991,80,20260317,3,false,false
921,B1920,797,621,20250511,3,false,false
922,B1921,618,641,20250424,2,false,false
923,B1922,736,413,20250514,1,false,false
924,B1923,273,942,20251128,2,false,false
925,B1924,910,567,20250504,2,false,false
926,B1925,232,944,20250420,1,false,false
927,B1926,420,352,20251127,2,false,false
928,B1927,768,433,20260128,3,false,false
929,B1928,442,563,20260123,2,false,false
930,B1929,496,563,20251105,1,false,false
931,B1930,24,853,20251216,3,false,false
932,B1931,109,557,20250926,3,false,false
933,B1932,703,470,20251228,2,false,false
934,B1933,502,82,20250528,2,false,false
935,B1934,859,990,20260412,3,false,false
936,B1935,25,787,20260413,2,false,false
937,B1936,187,706,20260111,1,false,false
938,B1937,288,267,20260219,2,false,false
939,B1938,628,978,20260407,2,false,false
940,B1939,338,738,20250722,3,false,false
941,B1940,878,825,20250625,2,false,false
942,B1941,914,1003,20250613,2,false,false
943,B1942,37,416,20250718,2,false,false
944,B1943,794,561,20260313,1,false,false
945,B1944,137,710,20250720,2,false,false
946,B1945,508,207,20251103,1,false,false
947,B1946,227,917,20260330,1,false,false
948,B1947,320,397,20251022,1,false,false
949,B1948,840,671,20250519,1,false,false
950,B1949,916,40,20250516,3,false,false
951,B1950,182,822,20250615,1,false,false
952,B1951,874,822,20260318,2,false,false
953,B1952,86,358,20251018,1,false,false
954,B1953,467,423,20250524,2,false,false
955,B1954,926,766,20251106,1,false,false
956,B1955,53,483,20250914,3,false,false
957,B1956,860,335,20250921,1,false,false
958,B1957,867,93,20250607,1,false,false
959,B1958,235,389,20250428,3,false,false
960,B1959,959,443,20251219,1,false,false
961,B1960,779,183,20260130,2,false,false
962,B1961,799,200,20250715,1,false,false
963,B1962,433,603,20251223,1,false,false
964,B1963,496,803,20260224,1,false,false
965,B1964,999,758,20250521,3,false,false
966,B1965,100,90,20260129,1,false,false
967,B1966,990,775,20251106,1,false,false
968,B1967,599,425,20250703,2,false,false
969,B1968,403,89,20251011,1,false,false
970,B1969,396,218,20260408,1,false,false
971,B1970,527,241,20251126,1,false,false
972,B1971,415,116,20250820,1,false,false
973,B1972,939,972,20250418,2,false,false
974,B1973,613,559,20250428,2,false,false
975,B1974,677,481,20250803,3,false,false
976,B1975,463,921,20250826,-1,false,false
977,B1976,541,500,20250827,3,false,false
978,B1977,626,778,20260101,3,false,false
979,B1978,619,606,20251207,1,false,false
980,B1979,922,618,20251202,2,false,false
981,B1980,364,581,20251204,2,false,false
982,B1981,130,510,20250517,1,false,false
983,B1982,84,162,20250617,-1,false,false
984,B1983,271,874,20250628,-1,false,false
985,B1984,244,198,20250425,1,false,false
986,B1985,388,239,20250928,1,false,false
987,B1986,214,703,20251007,1,false,false
988,B1987,818,44,20260312,2,false,false
989,B1988,166,248,20260217,3,false,false
990,B1989,791,2,20251210,-1,false,false
991,B1990,59,723,20260331,1,false,false
992,B1991,602,864,20260114,2,false,false
993,B1992,883,215,20250425,1,false,false
994,B1993,843,364,20260311,2,false,false
995,B1994,924,863,20260331,1,false,false
996,B1995,504,531,20251120,2,false,false
997,B1996,706,879,20250808,2,false,false
998,B1997,123,223,20250503,3,false,false
999,B1998,648,11,20251023,1,false,false
1000,B1999,413,897,20250808,4,false,false
